ref,name,la,sector,type,governance,language,pupils,fsm_eligible,aln_pupils
6745503,Tonyrefail Community School,Rhondda Cynon Taf,Middle schools,Middle (ages 3-19),Community,English medium school / provision,1769,25.6,4.1
6745504,Ysgol Garth Olwg,Rhondda Cynon Taf,Middle schools,Middle (ages 3-19),Community,Welsh medium school / provision (including transitional),1202,10.9,3.5
6745505,Ysgol Afon Wen,Rhondda Cynon Taf,Middle schools,Middle (ages 3-16),Community,English medium school / provision,1141,34.2,7.9
6745506,Ysgol Bro Taf,Rhondda Cynon Taf,Middle schools,Middle (ages 3-16),Community,English medium school / provision,919,27.7,9.7
6747006,MAESGWYN,Rhondda Cynon Taf,Special schools,Special (with post-16 provision),Special school,Not applicable,139,59.8,100
6747008,Park Lane Special School,Rhondda Cynon Taf,Special schools,Special (with post-16 provision),Special school,Not applicable,158,56,100
6747011,Ysgol Hen Felin,Rhondda Cynon Taf,Special schools,Special (with post-16 provision),Special school,Not applicable,272,50.2,100
6747015,Ysgol Ty Coch,Rhondda Cynon Taf,Special schools,Special (with post-16 provision),Special school,Not applicable,244,40.9,100
6752000,Abercanaid Community,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,159,25.4,8.8
6752002,Cyfarthfa Park Primary School,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,428,25.4,4.7
6752006,Caedraw Primary,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,231,41.1,15.6
6752010,Gellifaelog Primary School,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,213,49.1,10.8
6752015,PANTYSGALLOG PRIMARY SCHOOL,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,411,35,7.3
6752020,Gwaunfarren Primary,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,277,27.3,4
6752022,Heolgerrig Community School,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,214,7.7,3.3
6752039,YNYSOWEN PRIMARY,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,295,31.6,12.9
6752042,YSGOL SANTES TUDFUL,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),391,13.5,2.3
6752054,Bedlinog Community Primary School,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,99,21.8,8.1
6752231,TRELEWIS PRIMARY SCHOOL,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,235,25.7,5.1
6752330,YSGOL-Y-GRAIG,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,212,29.9,8.5
6752346,Ysgol Gymraeg Rhyd-y-grug,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),272,18.2,3.3
6752351,COED Y DDERWEN PRIMARY SCHOOL,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,207,73.3,15
6752352,Twynyrodyn Community School,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,282,28.6,2.8
6752353,Edwardsville Primary School,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,343,23,13.4
6752354,Troedyrhiw  Commmunity Primary School,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,199,37.7,6.5
6752355,Dowlais Primary School,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,194,42.9,14.4
6752356,Goetre Primary School,Merthyr Tydfil,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,414,65.5,18.1
6754011,Afon Taf High School,Merthyr Tydfil,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,837,26.2,9.3
6754012,PEN-Y-DRE HIGH SCHOOL,Merthyr Tydfil,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,884,43.4,14.7
6754013,Cyfarthfa High School,Merthyr Tydfil,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,746,25.5,4
6755900,Blessed Carlo Acutis Catholic School,Merthyr Tydfil,Middle schools,Middle (ages 3-16),Voluntary aided,English medium school / provision,974,27.2,2.3
6757013,Greenfield School,Merthyr Tydfil,Special schools,Special (with post-16 provision),Special school,Not applicable,219,46.7,100
6762058,Pengam Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,194,32,9.8
6762061,Fleur-de-Lys Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,93,18.7,6.5
6762071,COED-Y-BRAIN PRIMARY,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,213,30.7,8.5
6762078,Markham Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,196,59,5.1
6762081,CWMABER JUNIOR SCHOOL,Caerphilly,Primary schools,Juniors,Community,English medium school / provision,115,42.6,7.8
6762084,Libanus Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,345,14.7,3.2
6762086,Pontllanfraith Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,171,31.7,6.4
6762089,Deri Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,61,22.6,8.2
6762093,Crumlin High Level Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,118,16.3,
6762095,PENTWYNMAWR PRIMARY SCHOOL,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,123,23.5,5.7
6762097,DERWENDEG PRIMARY SCHOOL,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,183,39.3,9.3
6762098,Tynewydd Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,248,19.7,3.2
6762100,Cwmcarn Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,211,37.1,14.7
6762103,Waunfawr Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,170,20.8,6.5
6762105,Risca Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,330,21.5,2.4
6762108,Fochriw Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,91,50.7,14.3
6762121,GILFACH FARGOED PRIMARY,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,174,29.5,5.2
6762148,Hengoed Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,138,45.5,3.6
6762158,Llancaeach Junior School,Caerphilly,Primary schools,Juniors,Community,English medium school / provision,120,38.3,4.2
6762171,Llanfabon Infants School,Caerphilly,Primary schools,Nursery & Infants,Community,English medium school / provision,95,30,5.3
6762197,NANT Y PARC PRIMARY SCHOOL,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,207,50,4.3
6762207,Pantside Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,206,45.9,19.9
6762224,Tiryberth Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,139,30.4,18
6762227,Ty Isaf Infants School,Caerphilly,Primary schools,Nursery & Infants,Community,English medium school / provision,116,30,7.8
6762252,CWM  IFOR  PRIMARY SCHOOL,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,192,51.7,10.9
6762256,BRYN PRIMARY,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,201,27.7,7
6762262,YSGOL IFOR BACH,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),223,34.3,2.7
6762264,Abercarn Primary school,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,242,19.5,3.7
6762278,Greenhill Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,168,48.9,24.4
6762282,YSGOL GYMRAEG CAERFFILI,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),436,14.1,3.4
6762285,YSGOL GYMRAEG GILFACH FARGOD,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Foundation,Welsh medium school / provision (including transitional),107,31.3,
6762296,YNYSDDU PRIMARY SCHOOL,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,103,19.3,
6762307,UPPER RHYMNEY PRIMARY SCHOOL,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,124,59.8,
6762309,Ysgol Y Lawnt,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),198,21.7,5.1
6762310,Bryn Awel Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,130,62,13.1
6762313,Ysgol Gymraeg Trelyn,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Foundation,Welsh medium school / provision (including transitional),212,14.2,
6762316,PHILLIPSTOWN PRIMARY SCHOOL,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,132,68.4,3.8
6762322,MAESYCWMMER PRIMARY SCHOOL,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,118,21.5,10.2
6762323,Bedwas Junior,Caerphilly,Primary schools,Juniors,Community,English medium school / provision,169,18.9,11.2
6762326,Machen Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,161,11.8,4.3
6762328,Graig-y-Rhacca Primary and Nursery Community,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,90,76.8,6.7
6762335,Bedwas Infants,Caerphilly,Primary schools,Nursery & Infants,Community,English medium school / provision,165,18.8,8.5
6762338,HENDREDENNY PARK PRIMARY,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,270,12,
6762347,CWMABER INFANTS SCHOOL,Caerphilly,Primary schools,Nursery & Infants,Community,English medium school / provision,94,31.5,9.6
6762368,YSGOL GYMRAEG BRO ALLTA,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),269,6.5,3
6762370,Cwmfelinfach Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,184,27.4,4.3
6762373,YSGOL GYMRAEG CWM GWYDDON,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),292,18.2,4.5
6762374,Y G G  Y Castell,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),419,18,1.9
6762376,Cwrt Rawlin Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,360,6.2,2.2
6762377,Cefn Fforest Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,272,39.4,12.1
6762378,PENLLWYN PRIMARY,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,139,65.7,8.6
6762379,Blackwood Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,360,38.4,6.4
6762380,GLYN-GAER PRIMARY SCHOOL,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,211,15.5,2.4
6762381,Park Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,131,72.7,6.9
6762382,Aberbargoed Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,207,45.8,10.1
6762383,Trinant Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,167,63.6,6
6762384,Ty Sign Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,411,36.5,7.3
6762385,Tyn-Y-Wern Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,245,36.5,7.3
6762386,Twyn Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,410,21.5,2.9
6762387,White Rose Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,225,36.9,5.3
6762388,Ysgol Bro Sannan,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),116,53.1,5.2
6762389,Plasyfelin Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,265,30,4.2
6762390,St James Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,247,72.9,13
6762391,St Gwladys Bargoed School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,416,35.9,3.6
6762392,Rhiw syr Dafydd Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,599,20.4,3
6762393,Ystrad Mynach Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,435,13.8,
6762394,Ysgol Gynradd Gymraeg Cwm Derwen,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),160,19.1,6.9
6762395,Ysgol Penalltau,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),233,17.3,3
6762396,Hendre Primary School,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,260,36.4,7.3
6763310,St Helens RC Primary,Caerphilly,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,228,20.3,3.9
6764031,Newbridge School,Caerphilly,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,1037,24.9,1.8
6764046,Blackwood Comprehensive School,Caerphilly,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,951,28.6,3.7
6764065,St Cenydd School,Caerphilly,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,952,36.7,10.3
6764068,Risca Community Comprehensive,Caerphilly,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,599,29.8,10.9
6764070,St Martin's School,Caerphilly,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,950,23.6,2.7
6764073,HEOLDDU COMPREHENSIVE SCHOOL,Caerphilly,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,736,39.6,5.8
6764075,The Lewis School,Caerphilly,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1295,24.8,4.6
6764093,Bedwas High School,Caerphilly,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,667,31.7,5.7
6764103,Ysgol Gyfun Cwm Rhymni,Caerphilly,Secondary schools,Secondary (ages 11-19),Community,Welsh medium school / provision (including transitional),1804,18.1,5.7
6764104,Islwyn High School,Caerphilly,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,1065,25.9,10.2
6765500,Idris Davies School 3 to 18,Caerphilly,Middle schools,Middle (ages 3-19),Community,English medium school / provision,805,44.7,7.2
6767011,Trinity Fields School,Caerphilly,Special schools,Special (with post-16 provision),Special school,Not applicable,331,50.4,100
6772067,Bryn Bach Primary School,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,236,32,
6772070,Glanhowy Primary School,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,272,42.9,7.7
6772072,Deighton Junior and Infants,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,217,43.6,2.8
6772074,Georgetown Junior and Infants,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,436,20.9,1.6
6772179,SOFRYDD PRIMARY,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,130,43.8,12.3
6772253,Cwm Primary School,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,217,31.3,2.3
6772277,Beaufort Hill Primary,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,241,19.3,2.9
6772278,Willowtown Primary School,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,468,33.7,4.5
6772306,Blaen-y-Cwm Primary School,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,250,41.5,2.4
6772307,Ysgol Gymraeg Brohelyg,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),374,26.4,4.3
6772309,GLYNCOED PRIMARY,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,367,35.2,1.6
6772310,Rhos y Fedwen,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,126,62.5,
6772311,Ystruth Primary,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,307,23.4,5.5
6772312,St. Illtyd's Primary School,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,172,35.2,4.7
6772313,Coed y Garn Primary School,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,167,47.9,8.4
6773308,ST MARY'S ROMAN CATHOLIC,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,194,32.9,6.2
6773309,St. MARY'S CHURCH SCHOOL,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,230,21.9,3
6773315,All Saints R.C. Primary School,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,189,54.8,3.2
6773316,St. Joseph's R.C. Primary,Blaenau Gwent,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,89,47.9,
6774061,Tredegar Comprehensive School,Blaenau Gwent,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,746,31.2,1.9
6775401,Brynmawr Foundation School,Blaenau Gwent,Secondary schools,Secondary (ages 11-16),Foundation,English medium school / provision,569,30.9,4.7
6775500,Ebbw Fawr Learning Community,Blaenau Gwent,Middle schools,Middle (ages 3-16),Community,English medium school / provision,1467,32.4,4
6775501,Abertillery Learning Community,Blaenau Gwent,Middle schools,Middle (ages 3-16),Community,English medium school / provision,1508,32.9,5.2
6777011,Pen-y-Cwm Special School,Blaenau Gwent,Special schools,Special (with post-16 provision),Special school,Not applicable,193,47.1,100
6777012,The River Centre 3-16 Learning Community,Blaenau Gwent,Special schools,Special (without post-16 provision),Special school,Not applicable,66,53.8,98.5
6782203,Llanyrafon Primary School,Torfaen,Primary schools,Infants & Juniors,Community,English medium school / provision,374,13.3,3.5
6782204,Maendy Junior and Infants,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,257,53.8,15.6
6782205,Llantarnam Community Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,361,21.5,4.7
6782211,Pontnewydd Primary & Nursery,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,356,37.4,13.8
6782249,Greenmeadow Primary,Torfaen,Primary schools,Infants & Juniors,Community,English medium school / provision,207,32.3,18.8
6782298,Cwmffrwdoer Primary,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,224,28.5,6.3
6782308,George Street Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,407,37.5,6.1
6782312,Ysgol Gymraeg Cwmbran Primary,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),276,37.1,7.6
6782315,Garnteg Primary,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,382,47.3,5.2
6782318,YSGOL BRYN ONNEN,Torfaen,Primary schools,Infants & Juniors,Community,Welsh medium school / provision (including transitional),162,27.9,8
6782319,Woodlands Community Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,323,37.8,15.2
6782320,New Inn Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,567,14.3,8.3
6782321,Griffithstown Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,360,24.6,6.9
6782322,Penygarn Community Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,351,64.7,13.7
6782323,Blenheim Road Community Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,246,49.7,16.3
6782324,Coed Eva Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,415,30.2,8.9
6782325,Croesyceiliog Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,368,24.6,5.2
6782326,Nant Celyn Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,416,45.3,15.1
6782327,Ysgol Panteg,Torfaen,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),410,22,2.7
6783028,Blaenavon Heritage VC Primary School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,English medium school / provision,440,40.7,6.1
6783321,Cwmbran R.C. Jnr. & Infts.,Torfaen,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,216,20.1,2.3
6783324,St. Davids Cwmbran R.C. School,Torfaen,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,214,22.4,6.1
6783330,Henllys Church in Wales,Torfaen,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,178,10.8,
6783331,Padre Pio RC Primary School,Torfaen,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,175,29.9,
6783332,PONTHIR CHURCH IN WALES SCHOOL,Torfaen,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,101,,5.9
6784051,Croesyceiliog School,Torfaen,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,1178,27.4,6.5
6784070,Abersychan Comprehensive,Torfaen,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,700,41.2,15.1
6784072,West Monmouth School,Torfaen,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,1130,28.1,9
6784076,Cwmbran High School,Torfaen,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,1124,37,11
6784603,St. Albans R.C. High School,Torfaen,Secondary schools,Secondary (ages 11-16),Voluntary aided,English medium school / provision,827,15.6,5
6785500,Ysgol Gymraeg Gwynllyw,Torfaen,Middle schools,Middle (ages 3-19),Community,Welsh medium school / provision (including transitional),805,24.8,11.1
6787012,Crownbridge Special School,Torfaen,Special schools,Special (with post-16 provision),Special school,Not applicable,163,43.8,100
6792057,Gilwern Primary School,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,215,12.9,4.7
6792134,Goytre Fawr Primary,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,167,5.3,6
6792163,Undy Primary School,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,432,6.9,4.9
6792164,ROGIET COUNTY PRIMARY,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,190,13,4.7
6792228,Pembroke Primary,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,257,23.5,19.1
6792243,LLANVIHANGEL CRUCORNEY COUNTY PRIMARY SCHOOL,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,65,,0
6792246,Thornwell Primary School,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,269,27.6,4.5
6792261,Durand Primary School,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,220,24.1,6.8
6792263,Llandogo Primary,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,70,13.3,
6792299,Shirenewton Primary School,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,185,5,
6792301,Trellech Junior & Infants,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,166,4.1,
6792303,The Dell Primary,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,400,7,1.3
6792304,Overmonnow Primary School,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,347,27.9,9.2
6792305,Cross Ash County Primary School,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,183,10.3,2.7
6792317,Ysgol Gymraeg Y Fenni,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),293,15.5,4.4
6792318,YSGOL GYMRAEG Y FFIN,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,Welsh medium school / provision (including transitional),157,24.5,
6792319,Cantref Primary,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,229,7.8,4.8
6792321,KYMIN VIEW PRIMARY SCHOOL,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,114,43.3,10.5
6792322,Castle Park Primary School,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,186,18.6,9.7
6792323,Llanfoist Fawr Primary,Monmouthshire,Primary schools,Infants & Juniors,Community,English medium school / provision,206,19.4,
6792324,Dewstow,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,216,32.5,4.2
6792325,Ysgol Gymraeg Trefynwy,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),33,,0
6793004,Llantilio Pertholey CV Primary,Monmouthshire,Primary schools,Infants & Juniors,Voluntary controlled,English medium school / provision,206,21.1,5.3
6793022,Usk Primary School,Monmouthshire,Primary schools,Infants & Juniors,Voluntary controlled,English medium school / provision,253,6.3,4.3
6793031,Raglan Primary,Monmouthshire,Primary schools,Infants & Juniors,Voluntary controlled,English medium school / provision,175,9.3,3.4
6793032,Osbaston Church in Wales School,Monmouthshire,Primary schools,Infants & Juniors,Voluntary controlled,English medium school / provision,185,8.3,
6793310,Magor V A Primary School,Monmouthshire,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,284,14,4.6
6793317,Our Lady & St Michael's RC,Monmouthshire,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,196,20.8,6.6
6793326,ST MARY'S R.C.P.SCHOOL,Monmouthshire,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,127,12.4,10.2
6793327,ARCHBISHOP ROWAN WILLIAMS VA,Monmouthshire,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,200,13.5,6
6794060,Monmouth Comprehensive School,Monmouthshire,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1653,15.2,6.9
6794065,Chepstow Comprehensive School,Monmouthshire,Secondary schools,Secondary (ages 11-19),Voluntary aided,English medium school / provision,916,14.1,3.4
6794066,Caldicot School,Monmouthshire,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1210,18.5,8.7
6795500,King Henry VIII 319,Monmouthshire,Middle schools,Middle (ages 3-19),Community,English medium school / provision,1296,24.2,4.4
6801019,Newport Nursery School,Newport,Nursery schools,Nursery,Nursery school,Not applicable,54,,24.1
6802003,Clytha Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,233,6.1,6
6802004,Crindau Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,333,49.6,7.8
6802009,Eveswell Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,458,20.3,6.8
6802017,Maesglas Primary & Nursery,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,295,55.1,5.1
